0,1800,4459,1762,22,967,7327,4655,3087,1318,5979
1,967,2202,6110,6214,6498,6167,6565,3030,7327,7521
2,967,928,2640,4576,1838,7639,2202,950,6110,3822
3,1318,967,2202,7521,448,6167,5733,1838,4576,4672
4,2507,1762,3111,7327,5958,967,1800,7094,5706,5281
5,4576,2879,967,3094,1762,5566,1838,1432,4909,2202
6,967,1318,4672,2879,1762,3269,3378,6559,3048,448
7,8067,5566,2879,6663,1491,2230,2202,5013,1229,7365
8,2879,1229,1762,3269,6565,2202,4536,7327,1800,7268
9,6214,8067,967,6110,3030,6498,5979,7782,1705,2202
10,967,1318,4576,6110,928,6167,4672,6498,2202,407
11,2879,5566,656,6565,1229,2202,3081,3048,3330,3030
12,1318,1838,967,5566,2202,7327,1229,6565,5969,6167
13,967,1762,4672,3378,2879,2202,4576,448,6218,1318
14,967,2202,6214,8067,4285,656,1838,7521,2879,6167
15,7327,3269,2879,4576,3821,967,4996,7268,5566,2202
16,7327,1318,6167,967,3087,4459,2202,6110,4806,407
17,858,8067,967,1318,5979,3030,1705,7327,1866,1275
18,1800,7327,3087,1762,967,4536,3821,2202,6565,22
19,7327,4576,6110,967,6498,407,928,1886,2202,273
20,2879,967,3330,5031,4528,3378,4672,2202,3290,1838
21,1318,5031,3956,3048,4254,3290,4672,5733,6110,967
22,3030,6565,1838,1229,5566,3489,6050,1275,967,4966
23,1318,967,4672,858,6167,448,3048,4576,1762,5979
24,1318,3048,6167,3956,967,858,3030,4672,5031,6050
25,8067,967,2879,3378,3330,656,6214,2202,6620,3664
26,1318,6167,6110,3048,967,5979,6498,7434,858,6264
27,8067,967,858,1318,6540,6167,6663,3048,7327,4672
28,1318,858,967,7327,8067,6167,3048,2612,6540,6663
29,2879,8067,6110,3269,2202,3330,4576,6498,1152,6167
30,3290,6110,407,3821,7327,4576,6264,1318,1983,4672
31,967,1762,950,4576,6110,4672,3269,6498,3821,2992
32,6110,8067,2879,967,6498,2202,4576,2556,3330,2992
33,3030,6498,967,6110,2202,6565,1705,4030,6167,4576
34,7327,3087,967,6110,1318,4806,1800,6167,2202,1019
35,967,1762,2879,4576,3094,4672,6559,3378,4909,2507
36,2879,967,5566,2202,4909,4576,3094,1838,1432,4528
37,7784,4433,4120,4997,745,6250,1248,2370,7204,3835
38,7327,967,3094,4576,4909,2507,3111,2202,6559,6554
39,967,3030,4576,7327,6565,1838,2202,6050,2879,3821
40,3030,6565,7136,1762,2879,2202,3269,3489,6167,1800
41,6110,6167,3048,6214,8067,967,6498,7327,5797,5655
42,3269,5031,2879,3048,3330,3030,6559,967,3290,4528
43,967,2202,1318,2879,5566,6167,3030,1838,4576,6565
44,1762,1800,967,7327,2879,3291,2202,3269,2507,3087
45,2879,3269,4909,1762,3378,7268,4471,2202,8385,1881
46,967,928,7327,4576,1318,7639,8067,858,4672,1866
47,6110,8067,2556,5979,967,6498,1705,928,2311,6546
48,7327,3821,967,407,4576,6110,2879,2202,3048,4909
