0,0,8583,1,3,8580,42,41,40,38,36
1,8574,20,19,18,17,31,12,10,5,3
2,8569,0,8570,8582,8571,18,16,30,27,9
3,1,2,3,8581,43,42,40,39,36,50
4,8568,8570,8571,8582,8581,17,31,30,29,28
5,6437,8580,5380,8578,6440,5379,56,8544,6438,30
6,0,2,8582,44,42,37,52,50,49,48
7,0,1,8582,8581,8580,8579,37,34,49,48
8,2,3,4,8581,42,40,39,38,51,50
9,2,4,8582,8581,43,42,40,39,37,51
10,1,8583,2,3,42,41,40,38,36,50
11,0,1,2,8581,8580,42,40,38,37,36
12,0,8583,8582,2,3,41,38,37,46,44
13,1,8583,8582,8581,3,40,39,38,36,35
14,8569,0,8570,8582,8571,18,16,30,27,10
15,0,4,8582,42,41,38,46,60,59,56
16,0,1,3,43,41,39,37,51,50,49
17,8569,0,8583,8582,8581,8580,8579,16,30,27
18,8568,0,8569,8582,8581,8580,8579,16,30,27
19,4,8583,45,43,42,41,40,38,52,51
20,0,8583,8582,8581,42,40,39,38,36,51
21,8570,8573,8583,19,18,16,30,12,11,10
22,0,8583,8582,4,42,40,39,38,51,47
23,4,43,42,40,39,54,52,50,49,48
24,0,1,8582,3,8580,41,37,36,50,49
25,8569,8570,8571,18,31,30,12,10,9,8
26,8545,8546,8547,8568,0,9,4,17,14,13
27,0,8583,8582,8581,1,2,37,36,48,46
28,0,4,8582,8581,42,40,39,38,37,51
29,0,8583,8582,1,3,40,38,37,36,35
30,3,8583,4,42,41,40,39,38,51,50
31,4,5,8582,43,41,39,49,60,55,54
32,1,2,8582,8581,3,40,39,37,35,50
33,1,8583,2,3,42,41,40,39,38,36
34,0,8583,2,3,42,40,39,38,37,51
35,25,30,53,51,50,63,62,40,55,37
36,0,8583,2,8581,3,42,40,39,38,36
37,1,2,3,44,43,42,41,37,52,50
38,0,4,8582,8581,43,42,37,49,48,47
39,0,1,2,8581,43,40,39,37,36,51
40,0,4,8582,8581,43,39,37,51,50,49
41,2,8583,3,4,43,41,40,39,38,51
42,8581,8580,8579,5383,6460,8576,4561,4837,31,30
43,27,28,52,62,44,42,40,54,35,33
44,8568,8571,20,19,13,9,2,92,91,6
45,0,8583,8582,3,40,39,38,37,51,50
46,1,2,8582,8581,3,41,39,38,37,36
47,8570,8571,8572,8582,19,18,17,16,30,8
48,0,8583,8582,2,43,40,37,51,50,48
49,2,8583,3,4,43,41,39,37,50,49
50,3,4,8582,8581,43,42,39,38,46,59
51,0,1,8582,8581,2,40,37,35,50,48
52,8569,0,8583,8582,8581,18,16,30,28,27
53,1,8583,2,8581,3,42,41,40,37,36
54,34,8568,0,36,8553,8552,8548,8562,8561,8559
55,0,1,8582,8581,39,38,37,51,50,49
56,2,8583,3,4,43,41,39,49,46,44
57,8569,0,8571,8582,8581,18,16,30,27,10
58,8581,8580,4262,4260,4259,4258,56,8544,31,30
59,8568,8574,18,17,31,30,12,11,4,3
60,4,8583,8582,8581,43,42,40,39,38,47
61,1,8583,2,3,42,41,40,39,38,36
62,1,2,8582,3,43,41,37,36,51,50
63,0,1,8582,3,41,37,36,51,50,49
64,8570,0,8572,8582,19,17,16,30,10,8
65,8572,0,8583,8582,18,29,11,9,8,21
66,0,8583,8582,1,2,8579,39,37,46,44
67,2,3,8582,8581,43,40,39,49,48,47
68,0,8583,8582,8581,1,2,40,37,36,48
69,0,1,8582,3,8580,41,40,38,35,50
70,0,1,8582,8581,3,39,50,46,43,57
71,26,27,53,52,49,48,62,44,43,41
72,1,2,3,8581,43,41,39,37,50,49
73,600,8369,7957,18,17,16,31,10,8,23
74,33,8409,0,36,8555,8552,8551,8548,8563,8562
75,2,3,8582,8581,43,40,39,37,51,50
76,0,8583,8582,1,42,41,39,38,36,51
77,8426,0,20,10,23,22,5,4,2,14
78,8572,0,8573,19,17,30,10,9,22,1
79,1,8583,8582,3,41,39,38,36,51,59
80,1,8583,3,43,41,40,39,37,51,50
81,1,2,8582,44,43,41,37,52,51,50
82,0,2,8582,44,42,41,38,37,52,51
83,8570,8574,21,20,18,17,16,30,13,12
84,8570,0,8583,8582,8581,8580,16,27,26,9
85,2,5,45,44,43,42,41,53,52,51
86,8569,0,8583,8572,18,17,16,31,30,11
87,2,8583,3,8581,43,42,40,39,38,37
88,0,2,45,43,42,40,39,51,50,48
89,33,8568,0,8583,8582,8581,8553,8552,8556,8569
90,0,4,45,42,40,39,38,51,50,48
91,1,8583,2,3,43,41,37,36,51,50
92,1,8583,2,3,8580,41,37,50,49,48
93,7922,8426,8289,8216,8404,18,16,30,8,21
94,7571,600,132,8242,7871,7039,56,8544,31,30
95,4,8583,45,43,42,41,40,39,38,51
96,25,27,8568,52,50,62,61,43,55,54
97,3,4,43,41,40,39,50,49,47,61
98,1,2,3,44,43,41,40,50,49,48
99,1289,24,32,8568,0,8583,8582,8581,2,15
100,605,7645,19,18,30,12,10,8,5,3
101,0,2,8582,8581,8580,42,37,36,50,48
102,2,8583,3,4,43,42,40,39,38,50
103,0,8583,8582,8581,2,39,37,36,48,46
104,8568,0,8583,8582,8581,8580,16,30,27,26
105,8276,3940,8092,267,7611,7825,2280,8544,31,4281
106,4,8583,5,44,42,41,38,52,46,60
107,2,6,45,43,42,40,53,52,50,49
108,0,8583,8582,4,43,40,39,51,50,49
109,8404,8168,18,31,30,10,8,23,5,3
110,8545,24,12,11,10,7,21,19,17,15
111,0,2,8582,8581,8580,8579,40,39,38,35
112,0,1,2,3,43,42,37,36,51,50
113,8568,0,8583,8582,8581,8580,17,31,30,27
114,8168,8571,56,8544,24,32,8568,16,31,30
115,8568,8570,8571,8582,19,16,30,29,10,9
116,0,8583,8582,8581,1,8579,39,37,36,35
117,0,8583,8582,4,43,41,39,36,51,49
118,0,2,8582,8581,3,42,39,49,48,47
119,4,8583,45,43,42,41,40,39,38,52
120,0,8583,8582,8581,8580,8579,1,39,36,34
121,7510,8580,4244,8578,8577,8576,56,8544,4241,4239
122,1,8583,3,42,41,38,51,45,60,58
123,8568,0,8569,8582,8581,18,16,30,29,28
124,0,8583,8582,1,3,42,41,39,37,36
125,0,8583,4,42,40,39,38,51,49,48
126,6437,8580,6428,8578,8577,8576,56,8544,6427,30
127,6,45,43,42,41,40,39,54,52,50
128,2,6,45,43,42,41,40,53,52,50
129,8581,8580,4838,5360,5359,6410,56,8544,31,30
130,0,4,45,42,40,38,53,52,51,50
131,1,8583,3,43,41,40,37,51,50,49
132,0,1,8582,8581,8580,42,37,36,50,48
133,8569,0,8572,8582,18,16,30,10,9,8
134,8575,20,18,17,31,14,12,11,10,23
135,1,2,3,44,42,41,40,39,37,51
136,1,8583,2,8581,3,42,40,39,38,37
137,8568,8570,8583,8582,8581,8580,16,30,29,27
138,8568,8570,8583,8571,19,18,31,29,28,20
139,1,8583,3,43,41,39,37,51,50,49
140,0,8583,4,8581,43,42,40,39,38,36
141,0,8583,8582,8581,1,8579,8578,40,39,38
142,8545,24,12,11,21,19,17,15,29,26
143,0,8583,1,8581,8580,8579,41,40,39,38
144,0,8583,4,43,42,40,38,37,51,50
145,0,8583,4,8581,42,40,39,38,36,51
146,2,8583,8582,8581,8580,42,40,39,38,37
147,8581,8580,4263,4262,4260,8576,4259,8544,31,30
148,2,6,45,43,42,41,40,53,52,50
149,0,8583,8582,8581,8580,1,8578,38,37,36
150,8581,8580,4119,8578,8577,4118,56,8544,4117,4116
151,0,4,8582,8581,42,40,39,38,51,50
152,8569,0,8571,8582,8581,18,17,27,10,9
153,8569,8570,8572,8582,19,18,16,30,9,8
154,8572,0,8583,8582,18,16,30,28,10,8
155,2,8583,5,44,43,42,41,37,52,51
156,8572,0,8573,20,19,18,29,10,9,8
157,8569,8573,8583,20,18,31,30,12,11,10
158,7510,4145,4143,8578,8577,8576,56,8544,4142,30
159,0,1,8582,8581,2,8579,39,37,34,48
160,8581,8580,8579,4234,4232,8576,4231,4228,31,30
161,1,8583,8582,2,3,41,37,36,50,46
162,24,26,27,52,44,42,41,40,54,36
163,8572,22,19,17,10,5,93,92,91,7
164,8568,8569,8570,8582,8581,8580,16,31,30,27
165,24,26,27,0,8583,61,60,41,40,54
166,1,5,8582,43,40,52,50,49,48,47
167,8568,0,8571,8582,8581,18,16,27,10,9
168,8573,0,8583,20,19,18,29,12,11,8
169,8545,24,8547,8568,11,6,4,19,18,14
170,0,8583,4,8581,42,40,38,36,51,47
171,1,2,3,8581,43,40,39,49,47,44
172,8572,0,8573,19,16,30,10,8,22,15
173,8568,8570,8583,8571,19,17,31,29,28,11
174,8572,0,20,19,18,16,30,10,8,22
175,8570,22,19,18,16,10,8,6,5,15
176,0,4,8582,8581,43,40,39,51,49,48
177,1,8583,5,43,42,41,40,52,50,49
178,8568,0,8570,8582,8581,8580,17,27,26,9
179,0,8583,2,8581,3,42,40,39,38,35
180,27,30,53,52,48,62,44,43,40,54
181,3,5,45,44,43,42,41,53,50,49
182,6,45,43,42,41,40,53,52,50,49
183,1,8583,8582,8581,2,42,40,38,37,36
184,0,4,8582,44,42,38,52,46,59,56
185,8545,24,12,9,6,20,19,15,29,28
186,8545,8546,8547,8568,0,10,9,8,4,15
187,0,8583,8582,1,3,41,40,39,38,36
188,0,8583,8582,1,42,40,38,37,36,51
189,8571,8572,8573,17,31,10,22,21,3,1
190,8574,0,20,19,30,13,9,8,5,4
191,0,8583,8582,1,3,41,38,37,36,45
192,0,8583,8582,4,42,40,38,37,36,51
193,26,27,52,49,48,62,45,41,40,54
194,26,27,8568,0,8583,62,61,60,59,40
195,0,5,8582,42,40,38,52,51,50,49
