0,456,526,1258,1783,38,1209,2857,2627,1195,2917
1,526,1195,2857,38,2627,69,864,317,623,355
2,526,1056,109,3532,1196,421,317,3056,2357,589
3,1783,1395,3071,2915,540,526,1195,3321,1088,587
4,1114,1246,954,922,2832,3825,607,1281,1262,239
5,1629,473,623,3244,830,1644,779,3856,1671,1239
6,1269,2130,607,1783,1896,479,1781,2857,2996,1195
7,456,1269,1783,109,526,1239,1258,2857,1195,1277
8,1269,526,109,1258,317,456,2590,894,1946,3670
9,864,2857,355,1922,2986,1239,49,1079,623,1967
10,2590,2997,1027,2492,2905,3670,3071,2465,3333,3198
11,1209,1999,456,1195,2027,214,259,607,1342,526
12,317,38,3650,952,1999,589,355,2787,2986,526
13,1192,1395,1229,1182,3808,1781,1506,3554,60,210
14,526,38,16,2857,456,581,1783,1239,109,1195
15,833,172,1714,385,1171,3243,1269,49,3173,1195
16,607,1239,259,355,109,864,456,857,2986,2996
17,526,317,1196,1386,109,3532,2598,374,2139,2427
18,711,1239,456,355,1560,2570,1269,1277,857,109
19,2027,109,1395,857,2323,456,1783,259,3792,711
20,711,1560,3493,73,3590,2722,3032,2298,1510,67
21,456,1967,3777,894,2996,1269,2715,2958,1763,1258
22,1209,607,2027,2857,259,456,711,857,1783,73
23,259,3321,1209,607,355,1195,526,2591,1629,2986
24,711,1781,1560,109,857,3470,2130,1934,73,762
25,2857,1783,3525,1904,1079,3459,1322,3353,2354,1132
26,1395,3321,1229,1192,1357,3462,2975,2765,309,1885
27,907,317,2598,1114,607,1629,1246,2986,2590,1269
28,526,1258,1196,2017,3352,1894,3095,3701,1720,456
29,864,1723,317,1269,2857,3799,784,3173,2129,1209
30,3056,355,109,526,1196,317,1530,3650,33,1593
31,1209,2354,141,1723,1952,1079,1586,2857,1096,111
32,456,526,1195,38,3352,2857,1209,479,1783,1583
33,2627,355,526,1239,1195,149,946,2857,1209,109
34,2354,1114,2986,141,3159,3174,880,1281,1395,607
35,2857,1783,259,1209,1195,456,2027,857,1079,1239
36,49,1629,3889,830,2206,3279,172,1757,3074,2907
37,857,1629,1239,526,1290,355,2844,587,404,2857
38,2590,3100,2114,599,3159,3001,1280,3740,538,3605
39,3174,317,2570,3532,2598,526,3203,1913,2173,1999
40,1096,3650,3231,1306,3243,317,1922,1257,946,107
41,1269,864,1195,479,456,109,556,711,2715,3472
42,1209,355,2857,1922,1248,711,864,1079,1239,259
43,317,623,3650,355,1670,2598,526,3532,1239,109
44,1209,479,1195,607,3884,355,2986,1728,1079,2857
45,456,1510,3590,1209,2857,3293,2440,1008,1783,2298
46,1629,833,2907,188,172,1314,3321,878,3243,385
47,526,317,1195,1269,109,1239,355,864,2857,3650
48,1209,2857,1783,1723,1195,1079,479,456,2996,259
49,2857,526,38,1783,2354,864,1967,456,317,2986
50,141,1212,2857,1306,355,3146,2570,1079,144,1114
51,581,3198,2609,295,456,1783,1718,3037,2862,3071
52,1967,456,607,2996,864,2857,3174,259,2986,1783
53,607,1395,857,1195,259,3554,1281,1192,3159,1229
54,355,3650,1239,109,526,623,317,3056,946,1269
55,1395,3219,857,2027,3252,587,259,588,1252,164
56,32,2368,3641,968,1192,2590,138,1349,2176,3406
57,317,456,607,109,526,259,2996,2570,1395,1269
58,1629,3321,526,2975,188,2354,3387,172,317,1177
59,1595,38,526,581,355,3352,3517,2986,2537,3208
60,355,1290,1713,259,2627,1209,2027,3177,144,857
61,3174,2986,1629,2354,1967,526,1783,1196,38,864
62,456,526,1209,1783,309,295,138,3321,1195,3071
63,711,1560,1713,109,1239,2027,910,857,315,73
64,1195,2857,38,355,479,1783,526,456,581,2537
65,3198,2844,2369,548,149,2862,3475,388,1239,109
66,1629,2907,3889,1199,3321,138,1195,1072,1395,833
67,1306,1629,3024,3799,864,922,1277,2107,3670,1967
68,1212,3321,1214,2027,857,2877,1979,2803,1746,3396
69,1306,3024,2857,922,1290,1277,3734,1930,1224,1212
70,355,109,711,3206,3293,1239,456,3056,581,935
71,317,864,526,623,830,1629,3279,2395,1386,3650
72,109,711,1269,317,864,607,456,2996,1239,2598
73,1206,3321,2368,3751,2793,1557,1395,2022,2393,3388
74,857,49,3074,2114,376,1782,1560,2187,1414,864
75,2857,1209,456,1783,259,607,1195,2996,141,1079
76,1395,2590,3321,1192,2222,109,1426,3335,1182,2427
77,1209,1079,607,1922,1248,1723,141,2354,2857,2986
78,880,1999,317,3321,2354,3159,141,538,2598,1114
79,1269,2857,69,864,1195,1297,2640,2851,3006,2375
80,2084,1192,487,1513,3641,1229,309,1395,136,3321
81,2857,1195,526,864,38,479,2986,456,1783,317
82,317,2159,864,2395,526,3532,35,46,2598,3848
83,526,729,1196,109,935,3641,317,1258,3727,136
84,1783,2857,3219,456,967,259,1323,1241,1209,2673
85,857,3517,2027,355,2544,786,623,587,1713,1239
86,1297,2640,1269,659,3599,3470,2914,713,1607,3795
87,526,1629,2354,111,38,2327,2921,1959,1222,2975
88,3517,1961,1595,147,2128,2027,38,908,163,2946
89,857,2027,1395,607,1713,259,3219,109,73,711
90,857,1239,355,109,1713,587,1395,686,2027,1195
91,946,3650,355,2844,548,3853,2988,2865,2627,54
92,317,2598,526,109,1192,1229,2395,46,907,102
93,711,1560,864,1510,3174,456,1923,3590,607,2986
94,109,1395,1195,1192,1196,1088,526,587,3889,857
95,526,1196,317,33,587,3321,612,1395,1195,3761
96,317,907,526,2986,607,1629,2598,1269,864,1195
97,857,1395,3517,1713,442,3459,2027,1195,587,3792
98,548,3898,149,3475,2330,3007,3072,3385,981,3935
99,1195,1196,479,1269,317,1946,1209,2986,1583,526
100,355,623,376,1239,49,786,397,479,3211,2986
101,607,357,1589,2986,479,1209,1303,2591,1281,2354
102,711,864,456,355,109,1967,3293,1239,1277,317
103,711,109,857,2027,607,73,1395,1560,1239,1713
104,456,1269,1783,1195,526,109,894,2857,1967,259
105,833,1246,878,2590,1119,355,3243,1969,188,1629
106,526,1196,2986,317,109,355,1195,3174,3352,894
107,2027,1395,3219,1713,1218,857,3252,3097,2769,3361
108,857,607,376,355,1239,479,711,2986,864,1560
109,526,3321,317,3071,2590,1195,2368,1269,1192,968
110,1239,857,355,1629,526,3321,317,1290,946,109
111,3219,150,1384,3931,1395,1706,309,1659,2088,3252
112,857,2114,3074,3488,1239,3792,3100,2159,3856,864
113,1196,3889,523,1203,1629,1386,1640,1059,1253,280
114,711,109,2027,1560,355,73,1239,456,857,1713
115,1967,456,3777,3174,894,31,2440,2335,1221,252
116,317,864,1937,2598,711,35,3174,109,1923,452
117,857,109,1195,2027,1999,259,1239,1713,1281,355
118,1239,857,49,2857,355,3244,786,1560,686,946
119,3777,1191,3333,3307,2853,630,433,2590,3335,2019
120,607,1783,456,2996,2857,259,3174,1967,2354,864
121,317,526,2159,3808,46,216,2395,3623,2114,1884
122,526,2857,38,456,1195,1783,1209,317,864,2986
123,1783,1629,1967,2857,2986,2354,3174,587,2327,259
124,1195,479,607,3459,1783,259,1395,857,1269,2857
125,1629,878,2607,188,907,317,526,3321,1114,473
126,1209,1195,526,2857,2986,456,479,38,1269,355
127,607,1209,2986,317,864,2354,456,479,2996,141
128,1783,2027,1395,2857,259,1195,3071,295,857,456
129,1182,109,210,1659,1395,857,3287,2427,3102,2619
130,3321,317,880,526,901,907,141,1114,607,2590
131,1239,355,857,109,686,1227,548,2290,1713,3361
132,38,16,2857,3279,3064,526,864,3006,1783,3033
133,922,172,3321,1629,880,3159,2907,833,385,3243
134,2590,109,526,1269,317,3670,2031,1694,1196,1078
135,1967,31,3777,2996,1036,3645,138,1326,2353,3606
136,864,2986,2857,479,1967,2354,3174,1783,38,526
137,857,1262,3792,109,3174,1783,2323,2027,1239,1395
138,317,864,2570,2857,526,1937,3005,1239,2492,109
139,1290,3071,3254,1964,3321,1966,833,222,3072,3480
140,3459,2562,2969,849,500,1072,3071,1088,2900,2844
141,2590,2010,2139,3578,548,109,1694,1078,3498,729
142,1269,406,3470,3224,2905,2311,123,2590,3554,3879
143,1420,46,2159,3623,830,547,143,1721,1640,2801
