0,1228,3557,1576,2630,2213,3761,1719,918,1818,729
1,643,3368,1158,757,1818,1468,50,2228,1719,399
2,2228,1818,757,399,654,1719,643,2213,2697,1468
3,3761,1818,2228,1719,2213,643,1047,1044,1451,1228
4,1337,3290,1433,1157,1173,3557,1523,3406,853,3232
5,1228,1719,3761,643,2213,3557,1818,2228,2630,1576
6,643,1228,2228,1468,757,1044,1818,1636,1719,1359
7,1158,1228,1576,2630,1480,2953,1907,643,3208,50
8,1158,2213,2228,3761,1228,791,1719,3557,1480,643
9,1212,2857,911,1616,376,1247,343,2907,1221,2159
10,2228,1719,643,2213,3761,675,756,3574,2233,1765
11,1818,3761,1719,643,2228,1044,1468,2213,757,756
12,1228,1576,1818,643,3761,1158,1789,2741,729,1842
13,643,1228,1359,1763,1576,1158,1818,640,1480,1636
14,2213,2697,3761,1818,686,283,2228,757,1158,1606
15,1158,791,1480,1228,1636,1763,788,1900,1760,1044
16,1158,2228,1480,1818,50,2213,1468,1047,791,756
17,2678,2228,654,2221,1719,624,1762,1637,2437,1566
18,1719,1818,2213,643,3368,2697,3761,1228,1606,2228
19,1158,1228,643,1818,1576,1468,3761,1719,791,1480
20,2213,1158,2228,1480,1818,675,3211,50,3761,1719
21,1228,624,643,3557,2630,1576,1450,1719,3008,1818
22,1212,1221,914,2709,163,313,911,2907,2159,1083
23,1818,3761,2228,1719,1158,2213,1468,1451,1785,1047
24,1818,2213,643,1719,3761,1228,1158,2630,1606,50
25,1212,1221,911,2159,2907,343,2709,163,914,2857
26,3761,1228,1818,1450,1044,1719,643,1576,2213,624
27,1228,1450,3574,1576,643,1051,3761,3376,1044,1719
28,1719,2213,2228,675,3761,2630,1317,3557,3211,3232
29,1228,3368,3761,2213,757,1818,1719,2228,700,3557
30,1228,2228,1719,643,1480,2213,3368,700,3557,2630
31,3557,1228,1337,1818,1719,3761,643,2213,2228,1576
32,1818,1228,1719,643,3761,2213,2228,2630,1576,3557
33,1228,2630,1818,2213,1719,3761,2953,729,3557,1576
34,643,1636,1228,1576,1158,3582,1719,791,1468,1145
35,1212,1221,2709,163,2159,911,914,2907,343,921
36,1818,643,789,826,1817,2221,1719,578,2618,3410
37,643,1719,1228,1576,756,3582,2228,1468,3376,3761
38,1158,2213,3368,2233,757,1719,2630,2697,1606,3582
39,643,3557,2228,1818,1719,1228,756,1576,3761,2221
40,1228,1576,3557,3574,3761,1719,1511,643,2630,984
41,2488,1774,97,399,3778,1470,889,3454,811,1138
42,2228,1158,643,1818,1468,757,1719,3410,756,1606
43,1228,1158,643,3368,1468,2233,2630,700,1719,138
44,1212,1221,911,914,2709,2159,163,2907,2857,343
45,1576,1228,643,3557,2741,640,3376,1359,1818,794
46,1158,643,3582,2228,50,1719,756,1480,2213,1818
47,1228,2213,2630,3557,1719,1576,3761,1480,643,700
48,1228,643,1576,1511,3574,1359,1719,2630,1763,1539
49,1228,826,643,886,1818,1158,2702,578,2697,1719
50,1228,643,1576,1719,2630,3761,3574,3376,3582,1158
51,3761,1818,1719,2213,2228,1047,675,1576,1228,643
52,1212,2709,163,1221,914,911,2159,921,343,1616
53,1228,3557,1576,643,3761,1359,1818,1044,3008,1337
54,1228,1450,3761,1719,1818,643,1576,1044,3557,3574
55,643,1719,2228,1228,3410,1576,1468,654,2213,2221
56,1158,643,1818,2228,3410,756,789,1719,640,1606
57,1818,1719,2228,2213,3761,643,1606,2697,2221,789
58,3761,1719,2228,2213,675,1228,1818,1044,1451,643
59,1228,1719,643,1576,3557,3761,2630,700,2213,1818
60,2213,2697,686,1606,826,50,3322,284,1158,1818
61,1212,1221,2709,911,163,2159,1083,343,1616,914
62,1228,1576,2630,643,1719,3761,2702,1818,3574,1450
63,1818,1158,138,1468,643,1228,2953,2233,1719,3761
64,1158,1480,50,1228,2213,2630,1818,3761,3208,1606
65,1044,3761,1117,1818,2479,1451,32,1450,1635,883
66,1228,624,643,1576,1511,3557,1566,3376,1359,3008
67,1158,643,1468,2228,3582,1719,1818,1576,3410,756
68,1044,3761,1228,1818,757,3368,720,2213,3557,1450
69,1228,3761,1576,1719,3557,1450,2630,1044,3574,1818
70,1158,2697,2213,1606,50,757,686,3368,826,659
71,1228,1576,3557,643,1719,1359,1636,2630,700,3761
72,1228,2630,1576,1108,3574,2953,3557,1719,3232,1317
73,2221,1719,1818,3232,2273,2697,3761,2618,3376,643
74,686,3215,2697,757,1047,716,1158,2213,283,2191
75,643,1719,1228,1576,756,3410,2228,3376,1468,624
76,1158,1480,50,2213,2228,3208,1606,1818,3582,2630
77,1719,2228,1818,643,700,2213,1765,2273,2126,138
78,3761,1044,1818,1228,2213,1337,3557,1450,1719,2630
79,643,1719,3410,2233,1158,2228,1468,3574,3376,1145
80,1228,643,3008,1359,1576,2810,3557,624,1504,700
81,1158,1480,1228,1576,1907,50,640,3208,1636,3582
82,3761,1818,1228,1044,1337,3557,2213,1719,2630,1450
83,757,1158,1818,3368,2213,2697,50,399,3761,1606
84,3761,1719,1818,2213,1228,1158,1117,1047,1044,1238
85,1158,643,2228,1636,3582,1719,1576,3410,1480,1468
86,1228,643,700,3557,1576,1719,3368,2630,2213,1480
87,1228,3557,1337,3008,643,1576,1719,700,1450,624
88,1228,1576,3008,3557,643,2630,739,1359,3582,1450
89,2213,1228,1719,3557,3761,2630,1576,643,2228,1606
90,1228,1480,2213,1719,1158,643,2630,700,3557,1576
91,883,1074,1132,1929,3165,1047,1547,2228,1117,128
92,1228,3557,3761,1044,1450,2630,1576,1337,3008,700
93,643,2228,1818,2221,756,1719,1468,1238,3761,3410
94,1158,50,1480,2228,1606,2213,2697,1818,3368,643
95,643,1158,1818,1468,2228,756,1315,1719,138,1228
96,643,1719,1576,1228,2228,3410,3376,2221,756,624
97,1228,643,1719,2702,3368,2630,624,1576,3574,2697
98,1228,1719,2630,2213,1576,3761,686,643,2697,1606
99,643,1576,1228,1719,1818,3376,2221,3574,624,3761
100,1719,3574,643,1228,2221,624,2273,1511,1576,3232
101,2697,826,1818,2953,2910,2630,729,138,284,641
102,1228,3557,3761,1719,2630,1576,1450,2213,1337,3574
103,1228,757,2213,3368,1158,3761,1719,1468,2630,2228
104,826,643,1818,3410,1606,284,3376,624,1719,2697
105,643,1576,1158,3376,1818,1228,640,3582,3410,756
106,1158,1480,2213,50,2228,1719,643,2630,1606,1228
107,1228,1576,3557,3761,2630,643,1818,1719,720,1359
108,1228,3557,1719,643,3761,1576,1818,2228,2213,756
109,1228,1480,1158,1818,3208,700,50,791,1799,643
