0,635,811,3553,1434,1780,3588,2907,1922,1034,592
1,1800,1034,952,526,919,317,589,1958,1096,3467
2,635,552,3031,109,1434,2595,2328,767,2032,609
3,857,1220,1212,1227,295,110,1996,1262,2870,1088
4,2699,2394,3607,1287,607,2996,1168,2692,758,2935
5,1034,3915,2860,2995,2500,1434,2058,612,3843,985
6,3419,1197,259,456,1035,1209,1233,1609,1290,1195
7,635,1199,2323,1088,295,1213,1257,592,811,1996
8,259,109,317,1195,2323,295,46,592,1967,2917
9,1041,3174,1434,1780,794,1121,1087,2124,1906,1045
10,586,2323,2857,2137,2294,1245,2695,3180,222,317
11,1220,857,1217,1203,1265,1177,2659,1212,635,923
12,635,811,919,1218,918,1239,1199,1213,526,3745
13,1203,3090,911,1249,922,857,912,1207,1220,1293
14,1624,635,3146,552,2328,317,3752,2027,3577,355
15,1269,1027,1379,1096,594,1034,2796,1434,2639,585
16,635,1434,3588,811,739,1147,744,2018,889,1197
17,259,2313,1195,719,2323,744,1147,669,1196,1222
18,3551,2682,1922,3420,1516,103,635,1135,1219,317
19,635,1135,259,1197,1195,2570,2623,1196,3337,1434
20,2722,3069,2274,1214,860,1204,3174,3739,1424,1526
21,94,1146,635,2108,1094,1088,2924,3180,1198,3588
22,2627,635,1035,2570,2699,1434,1199,1197,448,889
23,635,1434,918,1206,857,898,3588,903,811,921
24,3032,1209,416,2623,2570,1256,448,3274,1290,2627
25,2606,2271,46,3175,1834,2857,1353,2111,265,146
26,669,33,911,922,912,1203,1177,898,3021,1206
27,669,1147,3021,635,719,1281,922,744,1222,2018
28,3674,1996,3031,1981,1973,2098,1257,1346,595,2709
29,2020,1209,1242,2570,1195,2323,1833,46,347,1045
30,259,1195,1197,1209,1373,1239,2098,1269,1355,1027
31,3745,1182,1353,1958,1095,508,2907,264,1224,3909
32,1996,1239,635,2528,1434,1386,1199,1213,3100,588
33,109,317,2323,355,259,2328,3674,2027,3146,2761
34,739,635,923,232,1347,1218,922,3133,3588,1188
35,635,811,1434,317,2761,592,2857,794,816,1780
36,2435,1668,3078,1176,1757,2695,569,1027,1034,3397
37,317,526,1306,355,952,1703,1206,2323,507,2761
38,1545,3029,2323,719,1242,744,1196,2608,49,3469
39,669,635,911,1197,1147,912,3113,898,1203,33
40,2435,2083,2323,3078,1245,2313,1034,3611,1695,1958
41,635,1434,259,1197,1195,1373,1035,1209,1239,2715
42,635,1434,811,526,317,1121,2761,794,744,1780
43,3158,259,719,25,1147,744,669,0,1196,3113
44,3071,1176,2796,2368,945,2170,1269,909,3597,1041
45,1482,69,2360,2900,1404,346,3326,192,1984,1675
46,526,1206,212,2395,952,1203,3094,317,3029,245
47,259,1197,635,317,1195,526,2761,2570,2904,2027
48,739,635,607,1218,1095,1246,592,3151,1996,811
49,635,811,1434,1034,1379,2738,918,1027,1780,794
50,811,3912,635,1906,2080,2686,594,1733,3884,2570
51,355,109,2027,3577,3752,2705,46,1922,295,317
52,635,3588,1434,739,811,2359,1146,889,3337,3828
53,635,2924,3597,739,1243,3337,1251,1229,667,1965
54,259,1197,594,0,1195,363,1269,1034,1027,3113
55,2999,1217,3327,2383,3826,635,1882,2819,767,3124
56,295,2394,2996,1287,2857,1205,1088,1360,607,1393
57,635,1135,1147,2958,744,540,49,259,1222,2570
58,952,526,919,669,1034,1203,3745,911,953,1206
59,3915,3509,3826,3326,2888,3614,985,2058,1720,3752
60,1922,2705,3509,2761,3113,3577,588,355,363,1720
61,635,3588,1434,767,811,1281,918,643,1899,1203
62,295,607,1996,857,1212,1227,1386,1360,1088,1213
63,2570,3051,179,2958,1196,2917,2323,635,811,2004
64,635,1434,552,3752,3146,3915,109,811,1780,3225
65,3420,1922,230,3551,355,109,317,332,103,2682
66,212,1206,3807,669,1946,3628,3094,898,3021,1034
67,3180,2313,505,1242,3093,1235,1305,81,1234,1174
68,1360,2996,2394,1229,2598,38,607,2907,758,2857
